Site Id;Site Name;Longitude;Latitude;River
94921;MOSTY;23 17;51 39;KRZNA
94524;MOSZCZENICA;19 43;51 30;PILICA
92368;MOTYL;17 49 30;53 25 47;
92755;MRĄGOWO;21 18 37;53 53 13;GUBER
94609;MROCZKÓW;20 43;51 09;KAMIENNA
96429;MSZANA;18 33;49 58;OLZA
94643;MSZCZONÓW;20 32;51 59;BZURA
95513;MURCKI;19 03;50 12;WISŁA
96813;MYCZKOWCE;22 25;49 26;SAN
95119;MYSŁAKOWICE;15 47;50 51;BÓBR
95262;MYSŁAKÓW;16 39;50 52;BYSTRZYCA
95553;MYSZKÓW;19 20 57;50 33 55;WARTA
2750;MYSZYNIEC;21 21;53 23;NAREW
97513;MYŚLENICE;19 57;49 49;RABA
93023;MYŚLIBÓRZ;14 52;52 55;MYŚLA
91516;MYŚLIWIEC;19 43;54 14;ZALEW WIŚLANY
95637;NAGŁOWICE;20 07;50 41;NIDA
93319;NAGRADOWICE;17 09;52 19;WARTA
4304;NAMYSŁÓW;17 44;51 05;WIDAWA
93920;NAREW;23 31;52 55;NAREW
93918;NAREWKA;23 45;52 52;NAREW
93953;NAREWKA;23 44;52 52;NAREW
95907;NAROL;23 20;50 21;TANEW
93155;NĄDNIA;15 53 01;52 14 30;OBRA
92720;NIEDŹWIEDZIE;21 09;53 31;NAREW
96625;NIEDŹWIEDŹ;20 05;49 37;RABA
93770;NIEGÓW;21 23 19;52 30 36;BUG
95249;NIEMCZA;16 51;50 44;ODRA
95364;NIEMODLIN;17 39 45;50 38 52;
95201;NIEMOJÓW;16 35;50 09;ŁABA
91357;NIESIOŁOWICE-RZEPISKA;17 50 56;54 12 16;WDA
91310;NIEZABYSZEWO;17 26;54 08;SŁUPIA
95575;NIEZNANICE;19 19;50 55;WARTA
92308;NIEŻYCHOWO;17 09;53 09;NOTEĆ
2701;NIKUTOWO;21 18;53 50;GUBER
95490;NIWKI;18 41;50 49;LISWARTA
93240;NOJEWO;16 19;52 36;WARTA
95752;NOSÓW;21 13;50 55;KAMIENNA
95511;NOWA GÓRA;19 36;50 10;WISŁA
95206;NOWA MORAWA;16 55;50 14;NYSA KŁODZKA
91526;NOWA PASŁĘKA;19 °4 7';54 °2 6';PASŁĘKA
95228;NOWA RUDA;16 32;50 34;NYSA KŁODZKA
95227;NOWA RUDA-SŁUPIEC;16 32 05;50 32 31;NYSA KŁODZKA
95750;NOWA SŁUPIA;21 05;50 52;KAMIENNA
94166;NOWA SÓL;15 44;51 48;ODRA
4803;NOWA WIEŚ;22 45;51 27;WIEPRZ
94853;NOWA WIEŚ;22 44 33;51 26 58;WIEPRZ
93310;NOWA WIEŚ PODGÓRNA;17 36;52 09;WARTA
93453;NOWA WIEŚ WIELKA;18 06;52 58;NOTEĆ
93463;NOWA WIEŚ WIELKA II;18 05 00;52 58 45;NOTEĆ
96509;NOWE BYSTRE;19 55;49 20;DUNAJEC
96582;NOWE BYSTRE-SŁODYCZKI;19 55;49 19;DUNAJEC
93917;NOWE MASIEWO;23 °5 4';52 °5 0';NAREW
92520;NOWE MIASTO;19 36;53 26;DRWĘCA
91551;NOWE SADŁUKI;19 42 50;54 15 42;ZALEW WIŚLANY
92955;NOWINKA;23 39 12;53 17 58;SUPRAŚL
92130;NOWOGARD;15 07;53 40;DZIWNA
94123;NOWOGRODZIEC;15 24;51 12;KWISA
92709;NOWOGRÓD;21 52;53 14;NAREW
94154;NOWOGRÓD BOBRZAŃSKI;15 15;51 48;BÓBR
93915;NOWOSADY;23 37;52 48;LEŚNA
93923;NOWOSADY;23 53;52 58;NAREW
96850;NOWOSIELCE;22 04;49 34;WISŁOK
92912;NOWOSIÓŁKI;23 31;53 11;SUPRAŚL
92952;NOWOSIÓŁKI;23 32;53 10;SUPRAŚL
96817;NOWOTANIEC;22 02;49 30;WISŁOK
6510;NOWY DWÓR;19 10;49 39;SOŁA
93633;NOWY DWÓR MAZOWIECKI;20 43;52 26;NAREW
95211;NOWY GIERAŁTÓW;16 59;50 18;NYSA KŁODZKA
92418;NOWY JASINIEC;18 02;53 21;BRDA
92631;NOWY RAMUK;20 35;53 39;ŁYNA
91510;NOWY STAW;19 01;54 08;ŚWIĘTA
96653;NOWY WIŚNICZ;20 28;49 55;WISŁA
96719;NOWY ŻMIGRÓD;21 31;49 36;WISŁOKA
93906;NURZEC;23 05;52 28;NURZEC
95325;NYSA;17 21;50 29;NYSA KŁODZKA
91335;OBJAZDA;17 03;54 37;ŁUPAWA
95665;OBLĘGOREK;20 29 40;50 57 31;NIDA
95652;OBLĘGÓR;20 28;50 58;NIDA
94221;OBORNIKI ŚLĄSKIE;16 55;51 18;ODRA
93241;OBORNIKI WIELKOPOLSKIE;16 49;52 39;WARTA
93296;OBORNIKI WIELKOPOLSKIE II;16 °4 7';52 °3 9';WARTA
95817;OBSZA;22 58;50 19;TANEW
96419;OCHABY;18 46;49 51;WISŁA
96621;OCHOTNICA DOLNA;20 20;49 32;DUNAJEC
96620;OCHOTNICA GÓRNA;20 14;49 32;DUNAJEC
92437;OCYPEL;18 20;53 49;WDA
94327;ODOLANÓW;17 40;51 35;BARYCZ
94622;ODRZYWÓŁ;20 34;51 31;DRZEWICZKA
95515;OJCÓW;19 50;50 12;WISŁA
94127;OKMIANY;15 47;51 16;KACZAWA
92219;OKONEK;16 51;53 32;GWDA
95638;OKSA;20 06;50 44;NIDA
5506;OLEWIN;19 36 09;50 16 39;PRZEMSZA
93525;OLGANOWO;19 00;52 32;ZGŁOWIĄCZKA
93807;OLSZANKA;22 40;52 09;BUG
92650;OLSZEWKI;20 59;53 41;OMULEW
93951;OLSZYN;23 24;52 07;KRZNA
95353;OŁAWA;17 20;50 56;ODRA
95216;OŁDRZYCHOWICE KŁODZKIE;16 44 04;50 21 23;NYSA KŁODZKA
95554;OŁUDZA;19 45;50 34;PILICA
93527;OPATOWIEC;19 58;52 37;WISŁA
93551;OPIESIN;19 04 26;52 10 36;BZURA
94651;OPOCZNO;20 14;51 23;DRZEWICZKA
4706;OPOLE LUBELSKIE;21 56;51 08;WISŁA
94742;OPOLE LUBELSKIE;21 56 44;51 08 45;WISŁA
95495;ORZECH;18 55 29;50 25 25;
96757;ORZECHÓWKA;21 58;49 43;WISŁOK
95416;ORZESZE;18 46;50 08;ODRA
93911;ORZESZKOWO;23 33;52 41;LEŚNA
93702;ORZESZYN;21 05;52 02;WISŁA
92734;ORZYSZ;21 58;53 48;PISA
94234;OSETNO;16 28;51 38;BARYCZ
92427;OSIE;18 21;53 36;WDA
96574;OSIEK;19 16;49 57;SOŁA
96545;OSIELEC;19 45;49 41;SKAWA
92409;OSIELSKO;18 04;53 11;BRDA
93019;OSINÓW DOLNY;14 09;52 51;ODRA
94416;OSJAKÓW;18 47 05;51 17 01;WARTA
92822;OSOWIEC;22 39;53 29;BIEBRZA
94706;OSÓWKA;21 34;51 05;WISŁA
92253;OSÓWKO;16 04;53 54;PARSĘTA
92740;OSTROŁĘKA;21 33 49;53 05 01;NAREW
95281;OSTROSZOWICE;16 38;50 39;NYSA KŁODZKA
92128;OSTROWICE;15 58;53 38;DRAWA
95753;OSTROWIEC ŚWIĘTOKRZYSKI;21 26;50 56;KAMIENNA
92503;OSTROWITE;19 17;53 04;DRWĘCA
92519;OSTROWITE;19 17;53 25;OSA
3506;OSTROWY;19 10;52 18;OCHNIA
95723;OSTROWY TUSZOWSKIE;21 38;50 19;WISŁA
93759;OSTRÓW MAZOWIECKA;21 54;52 48;BUG
94329;OSTRÓW WIELKOPOLSKI;17 39;51 39;PROSNA
94321;OSTRZESZÓW;17 55 28;51 25 42;BARYCZ
94356;OSTRZESZÓW II;17 54 56;51 26 04;
93008;OŚNO LUBUSKIE;14 52;52 27;KANAŁ POSTOMSKI
95503;OŚWIĘCIM;19 12;50 03;SOŁA
5305;OTMUCHÓW;17 10;50 28;NYSA KŁODZKA
94548;OZORKÓW;19 19;51 58;BZURA
95324;PACZKÓW;17 01;50 29;NYSA KŁODZKA
95104;PACZYN;15 55;50 44;BÓBR
92634;PAJTUNY;20 42;53 43;WADĄG
93446;PAKOŚĆ;18 05;52 48;NOTEĆ
3204;PAPROĆ;16 11;52 18;OBRA
5106;PAPROTKI;15 57;50 44;BÓBR
91507;PASŁĘK;19 40;54 04;ELBLĄG
95222;PASTERKA;16 20;50 29;ŁABA
4150;PASTERZOWICE;15 34;51 36;BÓBR
96541;PEWEL MAŁA;19 18;49 40;SOŁA
96542;PEWEL WIELKA;19 23;49 40;SOŁA
94810;PIASKI;22 51;51 08;WIEPRZ
96514;PIEKŁO;19 00;49 31;SOŁA
95307;PIELGRZYMÓW;17 41;50 11;ODRA
91611;PIENIĘŻNO;20 08;54 14;PASŁĘKA
94126;PIEŃSK;15 03;51 15;NYSA ŁUŻYCKA
94917;PIESZOWOLA;23 10;51 30;BUG
92526;PIETRZWAŁD;19 55;53 35;DRWĘCA
94005;PIETRZYKÓW;14 59;51 41;NYSA ŁUŻYCKA
95850;PILASZKOWICE;22 50 37;50 59 19;WIEPRZ
93775;PILAWA;21 05 14;52 01 53;WISŁA
95133;PILCHOWICE;15 39;50 58;BÓBR
94603;PILCZYCA;20 06;51 02;PILICA
95543;PILICA;19 36 42;50 27 33;PILICA
93457;PILICH;18 19;52 30;NOTEĆ
96743;PILZNO;21 18;49 59;WISŁOKA
92257;PIŁAWA;16 °2 8';53 °3 7';PIŁAWA
95242;PIŁAWA GÓRNA;16 45;50 41;BYSTRZYCA
94721;PIONKI;21 26 15;51 28 18;WISŁA
94519;PIOTRKÓW TRYBUNALSKI;19 39;51 24;PILICA
93316;PIOTROWO;17 59;52 13;WARTA
92727;PISZ;21 48;53 38;PISA
6619;PIWNICZNA;20 42;49 26;DUNAJEC
95546;PIWOŃ;19 15;50 29;PRZEMSZA
93855;PLATERÓW;22 49 42;52 18 19;BUG
94551;PLUCICE;19 36;51 12;PILICA
94112;PŁAWNA;15 36;51 03;BÓBR
92335;PŁAZOWO;17 57;53 32;BRDA
92107;PŁOTNO;15 18;53 05;PŁONIA
92136;PŁOTY;15 16;53 48;REGA
5450;PŁUŻNICZKA;18 30;50 27;MAŁA PANEW
91706;PNIEWO;21 39;54 10;WĘGORAPA
93238;PNIEWY;16 15;52 30;KANAŁ MOSIŃSKI
95129;POBIEDNA;15 18;50 57;KWISA
93330;POBIEDZISKA;17 17;52 29;WARTA
93254;PODANIN;16 58;52 57;NOTEĆ
94442;PODDĘBICE;18 58;51 54;NER
92806;PODGÓRZE;22 08;53 07;NAREW
92024;PODGRODZIE;14 19 56;53 43 58;ZALEW SZCZECIŃSKI
95219;PODZAMEK;16 46;50 26;NYSA KŁODZKA
95322;POGÓRZE;17 41;50 28;ODRA
96808;POLANA;22 35;49 18;SAN
6525;POLANA CHOCHOŁOWSKA;19 47;49 14;BIAŁY DUNAJEC
95298;POLANICA-ZDRÓJ;16 31 06;50 25 31;NYSA KŁODZKA
92918;POLANKI;23 21;53 21;SUPRAŚL
95614;POLANOWICE;20 05;50 12;WISŁA
91207;POLANÓW;16 41;54 07;WIEPRZA
4202;POLKOWICE DOLNE;16 03;51 30;BÓBR
2201;POŁCZYN-ZDRÓJ;16 05;53 46;PARSĘTA
91903;POMORZE;23 22;54 04;NIEMEN
96565;PONIKIEW;19 28;49 50;SKAWA
92920;POPIOŁÓWKA;23 07;53 24;BIEBRZA
92132;PORADZ;15 36;53 42;REGA
95562;PORAJ;19 13;50 41;WARTA
96564;PORĄBKA;19 13;49 49;SOŁA
95663;POSZYNA (KŁAJ);20 22;50 03;WISŁA
3602;POŚWIĘTNE;20 23;52 38;WKRA
95915;POTURZYN;23 56;50 34;BUG
93325;POWIDZ;17 55;52 25;WARTA
92228;POWOJEWO;16 55;53 47;GWDA
92116;POŹRZADŁO WIELKIE;15 55;53 23;DRAWA
96630;PÓŁRZECZKI;20 12;49 39;DUNAJEC
2503;PRABUTY;19 13;53 44;NOGAT
92657;PREJŁOWO;20 43 33;53 44 40;WADĄG
92829;PROSTKI;22 26;53 42;EŁK
95332;PRÓSZKÓW;17 53;50 36;ODRA
96839;PRUCHNIK;22 31;49 54;WISŁOK
5307;PRUDNIK;17 34;50 19;ODRA
95360;PRUDNIK;17 34 28;50 18 09;PRUDNIK
95606;PRUSY;20 05;50 07;WISŁA
93662;PRUSZKÓW;20 46 10;52 10 57;BZURA
93337;PRZEBĘDOWO;17 01;52 35;WARTA
94506;PRZEDBÓRZ;19 53;51 05;PILICA
93659;PRZEDWOJEWO;20 39 32;52 55 14;WKRA
94835;PRZEGALINY DUŻE;22 53;51 50;TYŚMIENICA
94133;PRZEJĘSŁAW;15 25;51 22;KWISA
2102;PRZELEWICE;15 05;53 06;PŁONIA
91851;PRZEŁOMKA;22 47;54 16;CZARNA HAŃCZA
91704;PRZERWANKI;21 55;54 08;WĘGORAPA
95110;PRZESIEKA;15 41;50 47;BÓBR
95917;PRZEWALE;23 37;50 37;HUCZWA
95337;PRZEWORNO;17 10 06;50 41 12;OŁAWA
96740;PSTRĄGOWA;21 46;49 56;WISŁOK
94808;PSZCZELA WOLA;22 31;51 07;BYSTRZYCA
5409;PSZCZYNA;18 55;50 00;WISŁA
5250;PSZENNO;16 33;50 51;BYSTRZYCA
92715;PTAKI;21 48;53 24;PISA
92752;PTAKI;21 48;53 24;PISA
4705;PUŁAWY;21 58;51 25;WISŁA
96751;PUŁAWY DOLNE;21 55;49 30;WISŁOK
96664;RABA NIŻNA;20 04;49 39;RABA
96527;RABA WYŻNA;19 53;49 34;RABA
96810;RABE;22 40;49 22;STRWIĄŻ
6512;RABKA;19 58;49 37;RABA
93643;RACIĄŻ;20 08;52 47;WKRA
92724;RACIBÓR;21 16;53 36;NAREW
95361;RACŁAWICE ŚLĄSKIE;17 46 39;50 18 30;OSOBŁOGA
92844;RACZKI;22 47;53 59;NETTA
95807;RADAWA;22 46;50 08;LUBACZÓWKA
4708;RADOM;21 07;51 25;RADOMKA
94252;RADOMICKO;16 32;51 57;OBRZYCA
94505;RADOMSKO;19 26;51 05;WARTA
95715;RADOMYŚL WIELKI;21 18;50 12;WISŁA
2401;RADOSTOWO;18 45;53 59;WISŁA
95616;RADZIEMICE;20 15;50 15;WISŁA
92819;RADZIŁÓW;22 24;53 25;BIEBRZA
96573;RADZISZÓW;19 49;49 56;WISŁA
4801;RADZYŃ PODLASKI;22 36;51 46;TYŚMIENICA
94898;RADZYŃ PODLASKI;22 36 01;51 46 11;TYŚMIENICA
92421;RADZYŃ-FIJEWO;18 56;53 24;OSA
96515;RAJCZA;19 07;49 31;SOŁA
95740;RAKÓW;21 03;50 41;CZARNA
92840;RANTY;22 03;53 56;EŁK
95461;RASZOWA;18 08;50 36;MAŁA PANEW
96590;RATUŁÓW;19 53;49 24;DUNAJEC
210;RESKO-SMÓLSKO;15 24 53;53 46 18;REGA
91425;RĘBISKA;18 20;54 27;MARTWA WISŁA
95130;RĘBISZÓW;15 27;50 57;KWISA
91530;ROGITY;19 51 41;54 23 21;PASŁĘKA
93345;ROGOŹNO;17 00;52 45;WEŁNA
95327;ROGÓW OPOLSKI;17 57;50 31;ODRA
94533;ROKICINY;19 47;51 40;PILICA
92508;ROKITNICA;19 32;53 10;DRWĘCA
95440;ROKITNICA;18 47 54;50 21 20;KŁODNICA
93154;ROKITNO;15 38 26;52 33 01;WARTA
95706;ROPCZYCE;21 36;50 04;WISŁOKA
94406;ROSZKOWICE;18 16;51 07;PROSNA
95246;ROŚCISZÓW;16 31;50 43;BYSTRZYCA
96645;ROZDZIELE;20 27;49 48;RABA
92719;ROZOGI;21 22;53 29;NAREW
96543;ROZTOKI;19 30;49 41;SKAWA
96801;ROZTOKI GÓRNE;22 19;49 09;SAN
92336;ROZWORY;17 06;53 33;GWDA
6604;ROŻNÓW;20 41;49 46;DUNAJEC
94403;ROŻNÓW;18 08;51 03;STOBRAWA
92615;RÓG;20 46;53 20;ORZYC
92355;RÓŻKI-DĘBIE;17 09;53 54;BRDA
95851;RUDA ŁAŃCUCKA;22 20;50 21;SAN
94911;RUDA OPALIN;23 36;51 16;BUG
95905;RUDA RÓŻANIECKA;23 11;50 19;TANEW
94228;RUDNA;16 16;51 31;ODRA
95824;RUDNIK;22 15;50 26;SAN
96420;RUDZICA;18 53;49 51;WISŁA
92530;RUDZIENICE;19 40;53 38;DRWĘCA
92656;RUKŁAWKI;20 54 42;53 51 58;WADĄG
92426;RULEWO;18 37;53 33;WISŁA
92637;RUMY;20 56;53 46;OMULEW
94652;RUSINÓW;20 41;51 17;RADOMKA
94659;RUSZKOWICE;20 °3 9';51 °2 0';RADOMKA
5408;RYBNIK;18 33;50 06;ODRA
95493;RYBNIK;18 32;50 06;ODRA
96826;RYBOTYCZE;22 39;49 39;SAN
96511;RYCERKA GÓRNA;19 01;49 25;SOŁA
94308;RYCHTAL;17 51;51 09;WIDAWA
95541;RYCZÓW;19 36;50 25;PRZEMSZA
93249;RYCZYWÓŁ;16 50;52 49;WEŁNA
95409;RYDUŁTOWY;18 26;50 04;ODRA
95647;RYKOSZYN;20 24;50 52;NIDA
92738;RYN;21 32;53 56;PISA
94507;RZEJOWICE;19 42;51 06;PILICA
94658;RZUCÓW;20 44;51 18;RADOMKA
94633;SADKOWICE;20 31;51 44;PILICA
95745;SADKÓW;21 05;50 44;CZARNA
93753;SADOWNE;21 51;52 38;BUG
96852;SAKOWCZYK;22 27;49 19;SAN
92305;SAMOKLĘSKI;17 42;53 05;NOTEĆ
94013;SANICE;14 58 33;51 24 25;NYSA ŁUŻYCKA
94751;SARNÓWEK DUŻY;21 26 39;51 01 02;KAMIENNA
95819;SARZYNA;22 20;50 21;SAN
91703;SĄTOPY-SAMULEWO;21 03;54 04;GUBER
91904;SEJNY;23 21;54 06;CZARNA HAŃCZA
94453;SEMPÓŁKI;18 49 01;51 56 39;WARTA
93745;SEROCK;21 04;52 31;NAREW
93769;SEROCZYN;21 55;52 01;ŚWIDER
95633;SĘDZISZÓW;20 03;50 34;NIDA
92234;SĘPOLNO WIELKIE;16 47;53 57;RADEW
92641;SĘTAL;20 29;53 55;ŁYNA
91850;SIDORY;22 55;54 16;SZESZUPA
96534;SIDZINA;19 44;49 37;SKAWA
95455;SIEDLEC;18 07;50 31;MAŁA PANEW
91701;SIEDLISKA;21 55;54 00;PISA
94119;SIEKIERCZYN;15 11 26;51 06 21;KWISA
95656;SIEKIERNO;20 56;50 59;KAMIENNA
5605;SIELEC;20 25;50 19;WISŁA
94330;SIELEC STARY;17 09;51 39;BARYCZ
94409;SIEMIANICE;18 09;51 11;PROSNA
95585;SIEMIANOWICE ŚLĄSKIE;19 01 23;50 19 31;PRZEMSZA
93818;SIEMIATYCZE;22 52;52 26;BUG
94410;SIEMKOWICE;18 57;51 13;WARTA
6517;SIENIAWA;19 55;49 32;RABA
95001;SIENIAWKA;14 49 46;50 53 15;NYSA ŁUŻYCKA
93708;SIENNICA;21 37;52 05;ŚWIDER
96571;SIEPRAW;19 58;49 55;WISŁA
4401;SIERADZ;18 42;51 36;WARTA
4404;SIERADZ-DZIGORZEW;18 42 17;51 37 27;WARTA
91211;SIERAKOWO;16 31;54 13;WIEPRZA
92053;SIERAKOWO;14 30 12;53 30 16;ODRA
95476;SIERAKÓW;18 35;50 48;LISWARTA
92425;SIEROSŁAW;18 18;53 33;WDA
93540;SIERPC;19 41;52 52;SKRWA
92222;SILNOWO;16 30;53 38;PIŁAWA
93768;SINOŁĘKA;21 55;52 13;LIWIEC
94336;SKAŁÓW;17 23;51 48;ORLA
94715;SKARYSZEW;21 15;51 19;IŁŻANKA
94655;SKARŻYSKO KAMIENNA;20 53;51 08;KAMIENNA
93539;SKĘPE (WYMYŚLIN);19 °2 1';52 °5 2';WISŁA
95928;SKIERBIESZÓW;23 22;50 51;WIEPRZ
4601;SKIERNIEWICE;20 10;51 58;BZURA
96416;SKOCZÓW;18 47 42;49 47 56;WISŁA
93343;SKOKI;17 09;52 40;WEŁNA
94456;SKOMLIN;18 22 24;51 10 16;PROSNA
94511;SKOTNIKI;19 56;51 12;PILICA
94854;SKOWIESZYNEK;22 01;51 19;WISŁA
5602;SKRONIÓW;20 16;50 38;NIDA
92502;SKRWILNO;19 38;53 01;SKRWA
95615;SKRZESZOWICE;20 09;50 12;WISŁA
95909;SKWARKI;23 14;50 25;TANEW
93131;SKWIERZYNA;15 29 11;52 35 21;OBRA
93153;SKWIERZYNA;15 30 26;52 36 10;WARTA
94924;SŁAWATYCZE;23 32;51 46;BUG
92616;SŁAWKOWO;20 10;53 22;WKRA
91219;SŁAWNO;16 40;54 21;WIEPRZA
92140;SŁAWOBORZE;15 42 07;53 53 73;PARSĘTA
93353;SŁĘBOWO;17 36;52 51;NOTEĆ
93369;SŁĘBOWO II;17 36;52 50;NOTEĆ
91512;SŁOBITY;19 45;54 08;ZALEW WIŚLANY
92235;SŁOSINKO;16 59;53 57;WIEPRZA
5254;SŁOSZÓW;16 22 47;50 24 36;NYSA KŁODZKA
94653;SŁOWIKÓW;20 53;51 28;RADOMKA
91358;SŁUCHOWO;17 57 51;54 46 44;PRZYMORZE
3304;SŁUPCA;17 52;52 17;WARTA
1303;SŁUPSK;17 00;54 28;SŁUPIA
1350;SŁUPSK;17 06;54 29;SŁUPIA
91356;SŁUPSK;17 02 04;54 27 47;SŁUPIA
91253;SŁUPSK II;16 59 52;54 28 15;SŁUPIA
96513;SMEREKÓW MAŁY;19 03;49 27;SOŁA
91907;SMOLANY;23 12;54 11;CZARNA HAŃCZA
91340;SMOŁDZINO;17 13;54 40;ŁUPAWA
92365;SMUKAŁA;17 57 57;53 11 30;BRDA
95651;SNOCHOWICE;20 20;50 57;NIDA
93444;SOBIESIERNIE;18 27;52 45;NOTEĆ
94856;SOBIESZYN;22 09 03;51 36 29;WIEPRZ
96595;SOBLÓWKA;19 08 44;49 27 24;SOŁA
94002;SOBOLICE;14 59;51 23;NYSA ŁUŻYCKA
94335;SOBÓTKA;17 52;51 47;PROSNA
95265;SOBÓTKA;16 45;50 54;BYSTRZYCA
94354;SOBÓTKA II;17 51 31;51 47 03;PROSNA
93618;SOCHACZEW;20 15;52 14;BZURA
92953;SOCHONIE;23 10;53 13;
94313;SOKOŁOWICE;17 27;51 14;WIDAWA
94111;SOKOŁOWIEC;15 50;51 02;KACZAWA
92921;SOKÓŁKA;23 30;53 24;SUPRAŚL
94708;SOLEC NAD WISLĄ;21 45;51 08;WISŁA
93740;SOŁKI;21 43;52 21;LIWIEC
91305;SOMINY;17 39;54 02;BRDA
93425;SOMPOLNO;18 31;52 23;NOTEĆ
96522;SOPOTNIA WIELKA;19 17;49 34;SOŁA
95524;SOSNOWIEC;19 06;50 17;PRZEMSZA
95587;SOSNOWIEC-JULIUSZ;19 13 08;50 15 55;PRZEMSZA
92853;SOSNOWO;22 55 32;53 42 01;NETTA
95428;SOŚNICOWICE;18 33;50 16;ODRA
